"id"	"setid"	"longft"	"shortft"	"row"	"col"	"block"	"dbh"	"year"	"site"	"name"	"plot"	"ibap"	"iba"	"ibamai"	"batot"	"ht"	"stms"	"canker"	"nline"	"neline"	"eline"	"seline"	"sline"	"swline"	"wline"	"nwline"	"lineindex"	"areaindex"	"sname2"	"ndbh"	"nedbh"	"edbh"	"sedbh"	"sdbh"	"swdbh"	"wdbh"	"nwdbh"	"sname3"	"dbhc"	"dbha"	"dbhr"	"sdbhr1d"	"sdbhr2d"	"bar"	"sbar"
"13"	13	9	9	9	13	1	"4"	8.7	"2013"	"U07m"	"83XAA04"	"4"	124	0.105	0.046	0.414	NA	4	0	9	6.8	9	7.8	4.2	12.7	9	12.7	71.24	220	"83XAA04"	NA	71	NA	49	90	NA	NA	NA	"83XAA04"	3	2.88	3.03	2.64	3.6	3.26	2.45
"14"	14	9	9	9	14	1	"4"	9.8	"2013"	"U07m"	"83XAA04"	"4"	120	0.127	0.058	0.52	NA	3	0	4.8	12.7	5.8	9.8	4.6	12.7	9	12.7	72.13	206.49	"83XAA04"	81	NA	49	23	88	NA	NA	NA	"83XAA04"	4	3.31	2.96	2.7	7.33	3.79	2.11
"15"	15	9	9	9	15	1	"4"	9.4	"2013"	"U07m"	"83XAA04"	"4"	87	0.083	0.053	0.478	NA	3	0	4.4	8	6.9	12.7	4.6	12.7	9	12.7	71.12	205.42	"83XAA04"	90	49	23	NA	83	NA	NA	NA	"83XAA04"	4	3.39	2.77	2.88	6.97	3.3	2.42
"16"	16	9	9	9	16	1	"4"	8.9	"2013"	"U07m"	"83XAA04"	"4"	106	0.09	0.048	0.432	NA	2	0	4.4	9.6	9	7.6	5.3	12.7	9	12.7	70.25	207.91	"83XAA04"	88	23	NA	55	57	NA	NA	NA	"83XAA04"	4	3.09	2.88	2.78	6.89	3.65	2.19
"22"	22	9	9	9	1	2	"1"	9.4	"2013"	"U07m"	"80XAA04"	"10"	110	0.106	0.054	0.482	NA	1	0	9	12.7	4.6	6.7	5.2	9.5	5.6	12.7	66.16	187.05	"80XAA04"	NA	NA	83	78	62	26	50	NA	"80XAA04"	5	4.11	2.29	3.5	8.17	2.97	2.69
"23"	23	9	9	9	2	2	"1"	6.8	"2013"	"U07m"	"80XAA04"	"10"	110	0.056	0.028	0.252	NA	1	0	3.8	5.5	4	6.5	4.6	5.8	6.1	7	43.36	81.66	"80XAA04"	88	83	78	60	58	74	26	50	"80XAA04"	8	7.06	0.96	8.31	8.58	0.86	9.26
"24"	24	9	9	9	3	2	"1"	6.4	"2013"	"U07m"	"80XAA04"	"10"	106	0.046	0.025	0.223	NA	1	0	4.4	5.5	4.4	5.3	6.1	7.8	4	8.5	46	89.87	"80XAA04"	62	78	60	85	24	34	74	26	"80XAA04"	8	6.14	1.04	7.67	9.91	0.96	8.36
"25"	25	9	9	9	4	2	"1"	3	"2013"	"U07m"	"80XAA04"	"10"	58	0.006	0.005	0.049	NA	1	0	2.9	4	2.2	4.2	2.5	4.3	3.9	3.5	27.45	32.15	"80XAA04"	58	60	85	54	74	52	34	74	"80XAA04"	8	6.74	0.45	17.97	3.77	0.19	42.33
"38"	38	9	9	9	17	2	"5"	6.1	"2013"	"U07m"	"80XAA04"	"6"	98	0.039	0.023	0.204	NA	2	0	9	6.3	4	6.2	4.6	5	4.4	5.2	44.73	88.47	"80XAA04"	NA	56	69	59	53	87	57	83	"80XAA04"	7	6.33	0.96	8.3	6.08	0.79	10.14
"39"	39	9	9	9	18	2	"5"	5.9	"2013"	"U07m"	"80XAA04"	"6"	79	0.031	0.021	0.19	NA	1	0	4.4	5.6	4.3	6.9	3.7	5.4	3.5	6.2	39.95	67.6	"80XAA04"	55	69	59	44	80	73	87	57	"80XAA04"	8	7.15	0.83	9.69	6.85	0.66	12.16
"40"	40	9	9	9	19	2	"5"	8.6	"2013"	"U07m"	"80XAA04"	"6"	12	0.038	0.045	0.402	NA	5	0	5.3	7.2	5.7	6.8	4.7	8.7	4.7	6.1	49.28	103.72	"80XAA04"	53	59	44	68	74	34	73	87	"80XAA04"	8	6.75	1.27	6.28	10.9	1.53	5.22
"41"	41	9	9	9	20	2	"5"	8	"2013"	"U07m"	"80XAA04"	"6"	131	0.097	0.039	0.349	NA	1	0	4.3	7.8	4.7	6.1	6.1	12.7	6	6.4	54.14	125.91	"80XAA04"	80	44	68	82	32	NA	34	73	"80XAA04"	7	5.69	1.41	5.69	9.64	1.58	5.06
"43"	43	9	9	9	1	3	"1"	8.9	"2013"	"U07m"	"83XAA04"	"11"	141	0.134	0.048	0.433	NA	4	0	9	12.7	9	8.5	4.6	7.2	4.4	12.7	68.2	205.22	"83XAA04"	NA	NA	NA	38	78	62	88	NA	"83XAA04"	4	3.63	2.46	3.26	5.34	2.82	2.83
"44"	44	9	9	9	2	3	"1"	8.4	"2013"	"U07m"	"83XAA04"	"11"	182	0.028	0.043	0.387	NA	3	0	4.4	12.7	5.9	12.7	5	7.2	5	6	58.98	140.92	"83XAA04"	83	NA	38	NA	60	58	62	88	"83XAA04"	6	5.31	1.58	5.06	7.57	1.78	4.5
"45"	45	9	9	9	3	3	"1"	6.6	"2013"	"U07m"	"83XAA04"	"11"	58	0.032	0.027	0.24	NA	2	0	4	7.6	9	12.7	3.8	8.8	4.6	6.3	56.7	137.26	"83XAA04"	78	38	NA	NA	85	24	58	62	"83XAA04"	6	4.76	1.39	5.77	7.21	1.3	6.17
"46"	46	9	9	9	4	3	"1"	9.1	"2013"	"U07m"	"83XAA04"	"11"	12	0.042	0.05	0.448	NA	3	0	5.2	12.7	9	7.5	5.4	6.8	6.8	7.5	60.9	163.19	"83XAA04"	60	NA	NA	57	54	74	24	58	"83XAA04"	6	4.54	2.01	3.99	9.93	2.84	2.82
"51"	51	9	9	9	9	3	"4"	9.2	"2013"	"U07m"	"80XAA04"	"13"	33	0.049	0.051	0.457	NA	3	0	5.5	7.4	7.5	9.8	5.9	7.7	6.1	8.4	58.39	147.96	"80XAA04"	52	60	9	21	43	54	38	41	"80XAA04"	8	4.61	1.99	4.01	18.96	3.58	2.24
"52"	52	9	9	9	10	3	"4"	4.9	"2013"	"U07m"	"80XAA04"	"13"	40	0.016	0.015	0.131	NA	1	0	3.1	9.3	5.8	12.7	9	4.8	4	6.7	55.48	134.97	"80XAA04"	86	9	21	NA	NA	76	54	38	"80XAA04"	6	4.04	1.21	6.59	7.6	0.88	9.07
"54"	54	9	9	9	12	3	"4"	10.1	"2013"	"U07m"	"80XAA04"	"13"	58	0.071	0.062	0.556	NA	2	0	9	12.7	9	8.5	5.3	12.7	5.1	7	69.33	205.51	"80XAA04"	NA	NA	NA	45	65	NA	71	76	"80XAA04"	4	3.51	2.88	2.78	5.95	4.02	1.99
"59"	59	9	9	9	17	3	"5"	7.5	"2013"	"U07m"	"83XAA04"	"15"	21	0.031	0.034	0.306	NA	2	0	4.9	6.3	6.1	6	4.8	7.1	5	12.7	52.98	116.97	"83XAA04"	56	71	29	78	59	53	55	NA	"83XAA04"	7	5.54	1.35	5.91	8.87	1.53	5.24
"60"	60	9	9	9	18	3	"5"	6.5	"2013"	"U07m"	"83XAA04"	"15"	115	0.007	0.026	0.23	NA	1	0	4.2	8.3	3.9	6.6	5.1	5.5	4.7	6.6	44.79	84.27	"83XAA04"	69	29	78	55	44	80	53	55	"83XAA04"	8	6.39	1.02	7.86	8.79	0.97	8.22
"61"	61	9	9	9	19	3	"5"	5	"2013"	"U07m"	"83XAA04"	"15"	192	0.011	0.015	0.136	NA	1	0	3.9	4.7	4.1	5.9	3.6	4.9	3.3	5.8	36.34	56.45	"83XAA04"	59	78	55	51	68	74	80	53	"83XAA04"	8	7.08	0.71	11.32	5.79	0.49	16.4
"62"	62	9	9	9	20	3	"5"	7.4	"2013"	"U07m"	"83XAA04"	"15"	106	0.061	0.033	0.295	NA	2	0	5.4	7	5.1	6.2	4.1	8.4	4.3	5.9	46.4	91.33	"83XAA04"	44	55	51	71	82	32	74	80	"83XAA04"	8	6.71	1.1	7.26	9.53	1.14	7.01
"127"	127	9	9	9	1	7	"2"	8.5	"2013"	"U07m"	"83XAA04"	"31"	124	0.101	0.044	0.395	NA	2	0	9	12.7	7	12.7	4.6	7.1	4.3	12.7	70.25	206.83	"83XAA04"	NA	NA	18	NA	75	61	86	NA	"83XAA04"	4	3.3	2.58	3.11	6.78	2.88	2.78
"128"	128	9	9	9	2	7	"2"	8.1	"2013"	"U07m"	"83XAA04"	"31"	21	0.035	0.039	0.355	NA	2	0	4.4	9.8	9	10.7	4.7	6.6	4.9	6	56.15	140.65	"83XAA04"	79	18	NA	6	68	69	61	86	"83XAA04"	7	5.4	1.5	5.33	13.99	1.64	4.89
"129"	129	9	9	9	3	7	"2"	7.4	"2013"	"U07m"	"83XAA04"	"31"	116	0.068	0.033	0.299	NA	1	0	4.3	12.7	7.5	9.6	4.3	12.7	4.5	6.7	62.27	152.97	"83XAA04"	75	NA	6	18	76	NA	69	61	"83XAA04"	6	4.3	1.72	4.65	11.92	1.81	4.42
"130"	130	9	9	9	4	7	"2"	8.2	"2013"	"U07m"	"83XAA04"	"31"	21	0.035	0.041	0.367	NA	1	0	4.7	10.8	7	7.3	9	7.5	9	6.6	61.96	166.02	"83XAA04"	68	6	18	54	NA	51	NA	69	"83XAA04"	6	3.81	2.15	3.72	13.89	2.87	2.79
"139"	139	9	9	9	13	7	"3"	8.9	"2013"	"U07m"	"83XAA04"	"34"	33	0.047	0.048	0.43	NA	2	0	9	7.7	5.2	7.8	4.9	12.7	9	7.8	63.98	177.95	"83XAA04"	NA	53	59	51	69	NA	NA	51	"83XAA04"	5	3.91	2.27	3.52	7.19	3.2	2.5
"140"	140	9	9	9	14	7	"3"	7.5	"2013"	"U07m"	"83XAA04"	"34"	192	0.025	0.034	0.305	NA	2	0	4.1	6.8	5.1	12.7	4.3	12.7	9	12.7	67.53	183.48	"83XAA04"	83	59	51	NA	76	NA	NA	NA	"83XAA04"	4	3.66	2.05	3.91	4.23	2.03	3.93
"141"	141	9	9	9	15	7	"3"	8.2	"2013"	"U07m"	"83XAA04"	"34"	84	0.06	0.04	0.364	NA	2	0	4.7	7.5	9	8.9	4.1	9.4	9	12.7	65.34	182.74	"83XAA04"	69	51	NA	29	91	23	NA	NA	"83XAA04"	5	3.69	2.22	3.6	8.53	2.59	3.08
"142"	142	9	9	9	16	7	"3"	9.9	"2013"	"U07m"	"83XAA04"	"34"	102	0.108	0.059	0.534	NA	2	0	4.9	12.7	6.6	7.9	9	8.9	7	12.7	69.74	199.2	"83XAA04"	76	NA	29	55	NA	37	23	NA	"83XAA04"	5	3.12	3.17	2.53	11.37	5.46	1.47
"173"	173	9	9	9	5	9	"2"	8.6	"2013"	"U07m"	"80XAA04"	"42"	90	0.072	0.045	0.403	NA	1	0	9	6.2	5.8	8.9	4.5	9.8	5.3	10	59.39	148.83	"80XAA04"	NA	84	42	31	81	20	54	18	"80XAA04"	7	4.65	1.85	4.33	14.38	2.45	3.27
"174"	174	9	9	9	6	9	"2"	8.7	"2013"	"U07m"	"80XAA04"	"42"	87	0.072	0.046	0.413	NA	1	0	4.5	8.2	6.3	8.3	4.8	10.2	6.9	7.5	56.82	137.01	"80XAA04"	80	42	31	40	69	16	20	54	"80XAA04"	8	5	1.74	4.6	16.98	2.57	3.11
"175"	175	9	9	9	7	9	"2"	7.5	"2013"	"U07m"	"80XAA04"	"42"	192	0.024	0.034	0.307	NA	1	0	4.2	8.5	5.6	9.1	4	7.5	7	9.5	55.25	126.33	"80XAA04"	81	31	40	24	87	47	16	20	"80XAA04"	8	4.93	1.52	5.25	15.53	1.83	4.37
"176"	176	9	9	9	8	9	"2"	9.3	"2013"	"U07m"	"80XAA04"	"42"	58	0.062	0.053	0.476	NA	2	0	5	8.5	6.8	9.2	5.9	7.1	5.7	10.3	58.49	144.76	"80XAA04"	69	40	24	30	44	67	47	16	"80XAA04"	8	4.81	1.93	4.14	18.06	3.29	2.43
"181"	181	9	9	9	13	9	"3"	7.2	"2013"	"U07m"	"80XAA04"	"44"	84	0.048	0.032	0.284	NA	2	0	5.8	12.7	7	12.7	4.6	7.1	4.7	7	61.74	159.77	"80XAA04"	34	NA	14	NA	62	51	59	53	"80XAA04"	6	3.86	1.86	4.29	10.05	2.36	3.39
"182"	182	9	9	9	14	9	"3"	6.8	"2013"	"U07m"	"80XAA04"	"44"	84	0.043	0.028	0.252	NA	1	0	4.4	9.8	9	12.7	4.6	12.7	4.9	6.5	64.63	171.45	"80XAA04"	66	14	NA	NA	60	NA	51	59	"80XAA04"	5	3.5	1.94	4.12	7.61	2.12	3.77
"183"	183	9	9	9	15	9	"3"	6.6	"2013"	"U07m"	"80XAA04"	"44"	192	0.019	0.026	0.238	NA	3	0	4.4	12.7	9	12.7	5.7	8.3	9	6.8	68.69	201.94	"80XAA04"	62	NA	NA	NA	33	29	NA	51	"80XAA04"	4	2.49	2.65	3.02	5.71	3.28	2.44
"184"	184	9	9	9	16	9	"3"	3.9	"2013"	"U07m"	"80XAA04"	"44"	147	0.004	0.009	0.083	NA	1	0	3.3	12.7	9	4.2	2.9	5	4.7	12.7	54.57	122.89	"80XAA04"	60	NA	NA	73	78	55	29	NA	"80XAA04"	5	4.06	0.96	8.33	3.3	0.54	14.86
"185"	185	9	9	9	17	9	"6"	8.4	"2013"	"U07m"	"83XAA04"	"45"	98	0.073	0.043	0.385	NA	2	0	6.1	12.7	4.6	12.7	5.6	7.1	5.2	9	63.17	157.94	"83XAA04"	33	NA	73	NA	45	60	55	29	"83XAA04"	6	4.14	2.03	3.94	9.91	2.87	2.79
"186"	186	9	9	9	18	9	"6"	5.1	"2013"	"U07m"	"83XAA04"	"45"	11	0	0.016	0.143	NA	4	0	3.4	5	9	6	3.6	12.7	3.9	5.8	49.35	97	"83XAA04"	78	73	NA	52	72	NA	60	55	"83XAA04"	6	5.33	0.96	8.35	4.39	0.68	11.85
"187"	187	9	9	9	19	9	"6"	7.8	"2013"	"U07m"	"83XAA04"	"45"	79	0.053	0.037	0.333	NA	2	0	5.4	12.7	5.2	8.6	3.8	8.1	9	6.9	59.67	146.65	"83XAA04"	45	NA	52	32	13	39	NA	60	"83XAA04"	6	4.55	1.71	4.67	8.58	1.94	4.11
"188"	188	9	9	9	20	9	"6"	10.6	"2013"	"U07m"	"83XAA04"	"45"	58	0.079	0.067	0.607	NA	5	0	5.2	8.2	6.6	12.7	7.5	9.8	6.3	12.7	69.11	197.41	"83XAA04"	72	52	32	NA	16	25	39	NA	"83XAA04"	6	3.4	3.12	2.57	16.57	6.26	1.28
"206"	206	9	9	9	17	10	"6"	7.9	"2013"	"U07m"	"80XAA04"	"46"	118	0.081	0.038	0.34	NA	1	0	9	7.1	4.7	7	9	7.7	4.4	8.5	57.46	145.28	"80XAA04"	NA	56	67	58	NA	45	78	33	"80XAA04"	6	4.66	1.69	4.72	8.11	2.04	3.92
"208"	208	9	9	9	19	10	"6"	5.8	"2013"	"U07m"	"80XAA04"	"46"	11	0	0.02	0.183	NA	1	0	9	6.1	4.3	6.3	5.4	4.5	3.8	6.8	46.26	95.9	"80XAA04"	NA	58	56	53	32	13	72	45	"80XAA04"	7	5.72	1.01	7.9	6.78	0.82	9.75
"209"	209	9	9	9	20	10	"6"	3.8	"2013"	"U07m"	"80XAA04"	"46"	40	0.009	0.009	0.081	NA	2	0	3.6	4.8	3.5	4.7	9	8.1	2.4	4.2	40.18	73.89	"80XAA04"	52	56	53	60	NA	16	13	72	"80XAA04"	7	5.64	0.67	11.87	5.06	0.35	22.75
"211"	211	9	9	9	1	11	"1"	5.4	"2013"	"U07m"	"NM6"	"51"	11	0	0.018	0.162	NA	2	2	9	12.7	3.5	5.1	3.7	12.7	3.3	12.7	62.77	156.2	"NM6"	NA	NA	77	76	72	NA	87	NA	"NM6"	4	4.2	1.29	6.22	2.58	0.82	9.72
"212"	212	9	9	9	2	11	"1"	7.8	"2013"	"U07m"	"NM6"	"51"	50	0.041	0.037	0.332	NA	1	2	5.3	6.2	4.4	7	4.6	7.5	9	5.8	49.81	109.02	"NM6"	48	77	76	58	68	48	NA	87	"NM6"	7	6.3	1.24	6.46	7.89	1.29	6.19
"213"	213	9	9	9	3	11	"1"	7.4	"2013"	"U07m"	"NM6"	"51"	11	0	0.033	0.299	NA	1	2	4.4	6	4.8	6.8	5.2	5.7	5.2	12.7	50.99	108.3	"NM6"	72	76	58	58	47	84	48	NA	"NM6"	7	6.06	1.22	6.55	7.75	1.26	6.36
"214"	214	9	9	9	4	11	"1"	5.3	"2013"	"U07m"	"NM6"	"51"	69	0.022	0.017	0.153	NA	1	2	3.8	5.8	4.1	5.2	4	6.7	3.3	6.3	39.19	64.21	"NM6"	68	58	58	70	59	42	84	48	"NM6"	8	6.69	0.79	10.09	6.56	0.61	13.17
"215"	215	9	9	9	5	11	"2"	6.5	"2013"	"U07m"	"NM6"	"52"	87	0.041	0.026	0.23	NA	1	2	5	6.4	4.1	5.6	4.6	8.1	5.2	5.3	44.38	85.31	"NM6"	47	58	70	77	55	31	42	84	"NM6"	8	6.4	1.02	7.88	8.78	0.96	8.3
"216"	216	9	9	9	6	11	"2"	6.1	"2013"	"U07m"	"NM6"	"52"	95	0.038	0.023	0.203	NA	1	2	4.4	5.7	3.8	5.4	4.3	7.3	5.6	7.1	43.46	82.16	"NM6"	59	70	77	78	61	40	31	42	"NM6"	8	6.33	0.96	8.3	8.36	0.87	9.2
"217"	217	9	9	9	7	11	"2"	6.7	"2013"	"U07m"	"NM6"	"52"	113	0.055	0.027	0.245	NA	1	2	4.7	5.7	4	5.6	3.8	8.8	5.3	8.2	46.16	90.54	"NM6"	55	77	78	78	86	24	40	31	"NM6"	8	6.46	1.04	7.72	9.73	0.96	8.37
"218"	218	9	9	9	8	11	"2"	9.2	"2013"	"U07m"	"NM6"	"52"	171	0.029	0.051	0.462	NA	2	2	5.2	6.7	4.7	7.1	9	9.1	6.8	8.5	57.08	144.75	"NM6"	61	78	78	67	NA	30	24	40	"NM6"	7	5.25	1.75	4.57	12.45	2.4	3.34
"220"	220	9	9	9	10	11	"3"	7.6	"2013"	"U07m"	"NM6"	"53"	90	0.057	0.035	0.319	NA	2	2	9	6.5	5.8	6.1	4.5	8.3	9	8.6	57.82	150.73	"NM6"	NA	67	36	77	71	34	NA	30	"NM6"	6	4.39	1.73	4.62	8.76	2.03	3.95
"221"	221	9	9	9	11	11	"3"	7.7	"2013"	"U07m"	"NM6"	"53"	120	0.079	0.036	0.323	NA	1	2	4.5	8.2	4.3	8	4.3	12.7	5.9	12.7	60.77	143.38	"NM6"	70	36	77	40	77	NA	34	NA	"NM6"	6	4.63	1.66	4.81	8.3	1.89	4.22
"222"	222	9	9	9	12	11	"3"	8.3	"2013"	"U07m"	"NM6"	"53"	40	0.044	0.042	0.376	NA	1	0	4.7	6.4	5.8	9.2	5.9	10.3	9	8.6	59.74	156.92	"NM6"	71	77	40	26	38	14	NA	34	"NM6"	7	4.28	1.94	4.12	14.59	2.77	2.89
"223"	223	9	9	9	13	11	"4"	4.4	"2013"	"U07m"	"NM6"	"54"	11	0	0.012	0.106	NA	1	2	3.1	6.2	5.2	4.8	5	12.7	6.2	12.7	55.93	127.51	"NM6"	77	40	26	67	30	NA	14	NA	"NM6"	6	3.63	1.21	6.59	6.89	0.91	8.81
"224"	224	9	9	9	14	11	"4"	3.6	"2013"	"U07m"	"NM6"	"54"	33	0.008	0.008	0.071	NA	1	0	4	6.7	3	4.7	3.6	12.7	9	8.2	51.91	121.8	"NM6"	38	26	67	56	49	NA	NA	14	"NM6"	6	3.58	1.01	7.94	5.47	0.67	12
"225"	225	9	9	9	15	11	"4"	5.5	"2013"	"U07m"	"NM6"	"54"	134	0.006	0.018	0.165	NA	1	2	5.4	5.5	4.2	6.4	4.2	12.7	9	12.7	60.19	162.25	"NM6"	30	67	56	49	56	NA	NA	NA	"NM6"	5	3.6	1.53	5.24	5.06	1.4	5.73
"226"	226	9	9	9	16	11	"4"	6.2	"2013"	"U07m"	"NM6"	"54"	50	0.026	0.023	0.21	NA	1	2	4.8	6.4	4.8	6.2	4.1	5.6	9	12.7	53.53	128.82	"NM6"	49	56	49	60	67	73	NA	NA	"NM6"	6	4.88	1.27	6.29	5.83	1.19	6.72
"227"	227	9	9	9	17	11	"5"	7.3	"2013"	"U07m"	"NM6"	"55"	33	0.031	0.032	0.291	NA	1	2	4.9	7.3	4.7	6	4.8	12.7	4.3	12.7	57.38	127.05	"NM6"	56	49	60	77	58	NA	73	NA	"NM6"	6	5.11	1.43	5.6	6.55	1.5	5.34
"228"	228	9	9	9	18	11	"5"	6.4	"2013"	"U07m"	"NM6"	"55"	11	0	0.025	0.223	NA	1	2	4.2	6.3	3.9	5.6	4.6	6.7	9	5.7	45.91	93.37	"NM6"	67	60	77	76	56	52	NA	73	"NM6"	7	6.29	1.02	7.86	6.34	0.89	8.97
"229"	229	9	9	9	19	11	"5"	6.2	"2013"	"U07m"	"NM6"	"55"	50	0.026	0.023	0.21	NA	1	2	4.4	5.4	3.9	6.3	4.6	7.9	4.7	12.7	49.89	101.46	"NM6"	58	77	76	58	53	32	52	NA	"NM6"	7	5.6	1.11	7.23	7.19	1.02	7.83
"230"	230	9	9	9	20	11	"5"	5.9	"2013"	"U07m"	"NM6"	"55"	98	0.037	0.021	0.19	NA	1	2	4.4	5.3	4.3	5.4	4.2	12.7	5.5	6.4	48.26	98.77	"NM6"	56	76	58	75	60	NA	32	52	"NM6"	7	5.64	1.05	7.64	6.79	0.92	8.73
"248"	248	9	9	9	17	12	"6"	6.6	"2013"	"U07m"	"NM6"	"56"	87	0.041	0.026	0.238	NA	1	2	4.9	12.7	9	12.7	4	6.5	4.3	6.6	60.65	161.21	"NM6"	49	NA	NA	NA	77	58	67	56	"NM6"	5	4.21	1.57	5.11	5	1.5	5.32
"249"	249	9	9	9	18	12	"6"	8.3	"2013"	"U07m"	"NM6"	"56"	182	0.027	0.042	0.377	NA	4	2	5	12.7	9	12.7	4.5	7.3	5.1	6.8	63.14	172.85	"NM6"	60	NA	NA	NA	76	56	58	67	"NM6"	5	4.34	1.91	4.18	6.04	2.26	3.53
"250"	250	9	9	9	19	12	"6"	8.2	"2013"	"U07m"	"NM6"	"56"	116	0.084	0.041	0.367	NA	1	2	4.5	12.7	9	12.7	5.1	7.4	5.1	7.1	63.66	174.77	"NM6"	77	NA	NA	NA	58	53	56	58	"NM6"	5	4.15	1.98	4.05	6.26	2.4	3.33
"251"	251	9	9	9	20	12	"6"	6.4	"2013"	"U07m"	"NM6"	"56"	115	0.006	0.024	0.22	NA	2	2	3.9	12.7	9	12.7	4	6.3	4.7	6.5	59.79	155.53	"NM6"	76	NA	NA	NA	75	60	53	56	"NM6"	5	4.38	1.46	5.47	4.66	1.31	6.1
"265"	265	8	9	9	13	1	"4"	7.5	"2012"	"U07m"	"83XAA04"	"4"	98	0.06	0.039	0.309	38.1	NA	NA	9	6.5	9	7.9	4.2	12.7	9	12.7	71.1	218.96	"83XAA04"	NA	65	NA	40	79	NA	NA	NA	"83XAA04"	3	2.52	2.97	2.69	3.57	3.13	2.56
"266"	266	8	9	9	14	1	"4"	8.5	"2012"	"U07m"	"83XAA04"	"4"	87	0.069	0.049	0.393	44.2	NA	NA	4.8	12.7	5.8	9.6	4.5	12.7	9	12.7	71.88	205.56	"83XAA04"	69	NA	40	22	79	NA	NA	NA	"83XAA04"	4	2.92	2.91	2.75	7.02	3.67	2.18
"267"	267	8	9	9	15	1	"4"	8.5	"2012"	"U07m"	"83XAA04"	"4"	87	0.067	0.049	0.395	40.5	NA	NA	4.5	8.3	6.8	12.7	4.7	12.7	9	12.7	71.38	206.6	"83XAA04"	79	40	22	NA	73	NA	NA	NA	"83XAA04"	4	2.97	2.86	2.8	6.96	3.53	2.27
"268"	268	8	9	9	16	1	"4"	7.9	"2012"	"U07m"	"83XAA04"	"4"	120	0.083	0.043	0.342	42.9	NA	NA	4.3	9.4	9	7.5	5.2	12.7	9	12.7	69.92	206.09	"83XAA04"	79	22	NA	49	51	NA	NA	NA	"83XAA04"	4	2.81	2.81	2.85	6.57	3.5	2.29
"274"	274	8	9	9	1	2	"1"	8.3	"2012"	"U07m"	"80XAA04"	"10"	64	0.052	0.047	0.376	44.7	NA	NA	9	12.7	4.8	6.4	5.2	9.6	5.6	12.7	66.1	187.23	"80XAA04"	NA	NA	68	75	54	21	44	NA	"80XAA04"	5	3.65	2.27	3.52	8.26	2.92	2.74
"275"	275	8	9	9	2	2	"1"	6	"2012"	"U07m"	"80XAA04"	"10"	131	0.054	0.025	0.196	38.2	NA	NA	3.8	5.7	3.8	6.3	4.6	5.8	6.2	6.9	43.11	80.66	"80XAA04"	77	68	75	56	51	66	21	44	"80XAA04"	8	6.33	0.95	8.43	8.55	0.84	9.56
"276"	276	8	9	9	3	2	"1"	5.7	"2012"	"U07m"	"80XAA04"	"10"	84	0.03	0.022	0.177	38.9	NA	NA	4.4	5.3	4.3	5.1	6	8	4	8.6	45.65	88.47	"80XAA04"	54	75	56	80	22	28	66	21	"80XAA04"	8	5.63	1.01	7.89	9.85	0.89	9
"277"	277	8	9	9	4	2	"1"	2.8	"2012"	"U07m"	"80XAA04"	"10"	64	0.006	0.005	0.043	32.8	NA	NA	3	4	2.2	4.2	2.5	4.3	4.1	3.6	27.9	33.39	"80XAA04"	51	56	80	50	65	48	28	66	"80XAA04"	8	6.15	0.46	17.57	3.89	0.2	40.72
"290"	290	8	9	9	17	2	"5"	5.5	"2012"	"U07m"	"80XAA04"	"6"	122	0.041	0.021	0.165	39.1	NA	NA	9	6	3.9	5.9	4.5	5.1	4.4	5.2	44.05	85.82	"80XAA04"	NA	56	65	58	48	77	51	73	"80XAA04"	7	5.88	0.94	8.55	5.86	0.75	10.67
"291"	291	8	9	9	18	2	"5"	5.4	"2012"	"U07m"	"80XAA04"	"6"	108	0.033	0.02	0.159	36.3	NA	NA	4.5	5.5	4.1	6.7	3.6	5.5	3.5	6.2	39.63	66.37	"80XAA04"	49	65	58	42	76	65	77	51	"80XAA04"	8	6.64	0.81	9.83	6.73	0.64	12.47
"292"	292	8	9	9	19	2	"5"	8.2	"2012"	"U07m"	"80XAA04"	"6"	79	0.057	0.046	0.365	38.5	NA	NA	5.4	7.1	5.7	7.1	4.9	8.8	4.8	6.3	50.14	107.62	"80XAA04"	48	58	42	60	62	31	65	77	"80XAA04"	8	6.14	1.34	5.99	11.32	1.7	4.7
"293"	293	8	9	9	20	2	"5"	6.8	"2012"	"U07m"	"80XAA04"	"6"	69	0.037	0.032	0.252	37.1	NA	NA	4.1	7.5	4.6	5.7	6	12.7	5.8	6.2	52.55	118.99	"80XAA04"	76	42	60	79	28	NA	31	65	"80XAA04"	7	5.29	1.29	6.22	8.87	1.31	6.09
"295"	295	8	9	9	1	3	"1"	7.4	"2012"	"U07m"	"83XAA04"	"11"	134	0.012	0.037	0.299	38.1	NA	NA	9	12.7	9	8.1	4.3	7	4.2	12.7	67.14	199.98	"83XAA04"	NA	NA	NA	36	75	54	77	NA	"83XAA04"	4	3.33	2.23	3.59	4.8	2.33	3.44
"296"	296	8	9	9	2	3	"1"	8.1	"2012"	"U07m"	"83XAA04"	"11"	110	0.079	0.045	0.359	40.4	NA	NA	4.7	12.7	5.9	12.7	5.1	7.5	5.2	6.3	60.11	146.51	"83XAA04"	68	NA	36	NA	56	51	54	77	"83XAA04"	6	4.72	1.71	4.67	8.08	2.11	3.78
