ord,Col,Row,Blk,Plot,id,"Clone
Number",Stems,DBHeq,BA,DBH1,DBH2,DBH3,DBH4,DBH5,DBH6,Year,Ht,Canker13
311,1,19,5,5,2,81XAA04,3,7.1,0.272,5.9,3.2,2.2,,,,2012,35.0,0
312,1,20,5,5,2,81XAA04,1,3.7,0.075,3.7,,,,,,2012,26.0,0
313,2,13,4,7,2,81XAA04,NA,0.0,0.000,,,,,,,2012,,0
314,2,14,4,7,2,81XAA04,1,4.6,0.115,4.6,,,,,,2012,40.0,0
315,2,15,4,7,2,81XAA04,1,2.8,0.043,2.8,,,,,,2012,25.3,0
316,2,16,4,7,2,81XAA04,NA,0.0,0.000,,,,,,,2012,,0
317,5,1,1,21,2,81XAA04,2,2.7,0.040,2.5,1.0,,,,,2012,26.8,0
318,5,2,1,21,2,81XAA04,1,6.7,0.245,6.7,,,,,,2012,39.5,0
319,5,3,1,21,2,81XAA04,1,4.7,0.120,4.7,,,,,,2012,39.8,0
320,5,4,1,21,2,81XAA04,2,9.8,0.528,7.3,6.6,,,,,2012,37.6,0
321,6,1,2,30,2,81XAA04,2,8.9,0.437,8.1,3.8,,,,,2012,42.6,0
322,6,2,2,30,2,81XAA04,1,6.7,0.245,6.7,,,,,,2012,43.0,0
323,6,3,2,30,2,81XAA04,1,6.0,0.196,6.0,,,,,,2012,41.4,0
324,6,4,2,30,2,81XAA04,NA,0.0,0.000,,,,,,,2012,,0
325,7,17,6,35,2,81XAA04,NA,0.0,0.000,,,,,,,2012,,0
326,7,18,6,35,2,81XAA04,1,4.8,0.126,4.8,,,,,,2012,36.5,0
327,7,19,6,35,2,81XAA04,2,4.5,0.109,3.4,2.9,,,,,2012,36.1,0
328,7,20,6,35,2,81XAA04,2,7.5,0.304,7.1,2.3,,,,,2012,48.7,0
329,8,13,3,37,2,81XAA04,2,6.0,0.197,5.8,1.6,,,,,2012,43.4,0
330,8,14,3,37,2,81XAA04,1,5.2,0.147,5.2,,,,,,2012,43.9,0
331,8,15,3,37,2,81XAA04,NA,0.0,0.000,,,,,,,2012,,0
332,8,16,3,37,2,81XAA04,1,3.5,0.067,3.5,,,,,,2012,31.4,0
333,1,5,1,2,2,82XAA04,1,5.4,0.159,5.4,,,,,,2012,39.5,0
334,1,6,1,2,2,82XAA04,1,4.2,0.096,4.2,,,,,,2012,36.0,0
335,1,7,1,2,2,82XAA04,3,7.5,0.305,5.8,4.0,2.5,,,,2012,38.8,0
336,1,8,1,2,2,82XAA04,NA,0.0,0.000,,,,,,,2012,,0
337,3,13,4,14,2,82XAA04,3,6.2,0.212,4.5,3.2,2.9,,,,2012,32.7,0
338,3,14,4,14,2,82XAA04,2,6.7,0.246,6.5,1.7,,,,,2012,41.2,0
339,3,15,4,14,2,82XAA04,2,5.6,0.171,4.2,3.7,,,,,2012,35.9,0
340,3,16,4,14,2,82XAA04,1,6.2,0.210,6.2,,,,,,2012,39.5,0
341,4,17,5,16,2,82XAA04,1,3.5,0.067,3.5,,,,,,2012,33.1,0
342,4,18,5,16,2,82XAA04,3,7.6,0.315,5.0,4.6,3.4,,,,2012,43.5,0
343,4,19,5,16,2,82XAA04,2,5.9,0.187,4.7,3.5,,,,,2012,43.8,0
344,4,20,5,16,2,82XAA04,3,5.7,0.177,4.0,3.1,2.6,,,,2012,40.4,0
345,6,5,2,29,2,82XAA04,1,5.6,0.171,5.6,,,,,,2012,33.1,0
346,6,6,2,29,2,82XAA04,2,7.7,0.327,7.1,3.1,,,,,2012,37.5,0
347,6,7,2,29,2,82XAA04,3,6.6,0.240,6.0,2.4,1.5,,,,2012,36.4,0
348,6,8,2,29,2,82XAA04,2,5.3,0.152,5.0,1.7,,,,,2012,43.1,0
349,6,17,6,26,2,82XAA04,2,4.3,0.101,4.0,1.6,,,,,2012,34.7,0
350,6,18,6,26,2,82XAA04,2,6.1,0.202,4.4,4.2,,,,,2012,37.4,0
351,6,19,6,26,2,82XAA04,1,5.6,0.171,5.6,,,,,,2012,35.5,0
352,6,20,6,26,2,82XAA04,2,6.7,0.242,5.0,4.4,,,,,2012,34.6,0
353,8,9,3,38,2,82XAA04,3,6.7,0.246,5.6,2.9,2.3,,,,2012,41.3,0
354,8,10,3,38,2,82XAA04,1,5.6,0.171,5.6,,,,,,2012,37.3,0
355,8,11,3,38,2,82XAA04,2,6.9,0.257,5.0,4.7,,,,,2012,39.4,0
356,8,12,3,38,2,82XAA04,1,5.6,0.171,5.6,,,,,,2012,39.5,0
357,1,13,4,4,2,83XAA04,4,7.5,0.309,5.8,3.5,3.0,1.3,,,2012,38.1,0
358,1,14,4,4,2,83XAA04,3,8.5,0.393,6.9,4.6,1.8,,,,2012,44.2,0
359,1,15,4,4,2,83XAA04,3,8.5,0.395,5.3,4.9,4.5,,,,2012,40.5,0
360,1,16,4,4,2,83XAA04,2,7.9,0.342,7.1,3.5,,,,,2012,42.9,0
361,3,1,1,11,2,83XAA04,3,7.4,0.299,6.5,3.2,1.5,,,,2012,38.1,0
362,3,2,1,11,2,83XAA04,3,8.1,0.359,6.3,4.7,2.0,,,,2012,40.4,0
363,3,3,1,11,2,83XAA04,2,6.2,0.209,4.8,3.9,,,,,2012,43.6,0
364,3,4,1,11,2,83XAA04,3,8.6,0.406,6.8,5.1,1.5,,,,2012,42.1,0
365,3,17,5,15,2,83XAA04,2,7.1,0.275,6.0,3.8,,,,,2012,40.7,0
366,3,18,5,15,2,83XAA04,1,6.4,0.223,6.4,,,,,,2012,41.7,0
367,3,19,5,15,2,83XAA04,1,4.8,0.126,4.8,,,,,,2012,40.0,0
368,3,20,5,15,2,83XAA04,2,6.6,0.235,5.2,4.0,,,,,2012,47.9,0
369,7,1,2,31,2,83XAA04,2,7.3,0.294,6.7,3.0,,,,,2012,39.6,0
370,7,2,2,31,2,83XAA04,2,7.7,0.320,7.2,2.6,,,,,2012,41.3,0
371,7,3,2,31,2,83XAA04,1,6.5,0.230,6.5,,,,,,2012,40.5,0
372,7,4,2,31,2,83XAA04,1,7.8,0.332,7.8,,,,,,2012,41.2,0
373,7,13,3,34,2,83XAA04,2,8.4,0.383,6.8,4.9,,,,,2012,46.8,0
374,7,14,3,34,2,83XAA04,2,7.2,0.280,6.2,3.6,,,,,2012,41.7,0
375,7,15,3,34,2,83XAA04,2,7.5,0.305,7.2,2.0,,,,,2012,44.5,0
376,7,16,3,34,2,83XAA04,2,8.8,0.426,6.4,6.1,,,,,2012,42.7,0
377,9,17,6,45,2,83XAA04,2,7.6,0.312,6.0,4.6,,,,,2012,37.7,0
378,9,18,6,45,2,83XAA04,4,5.1,0.143,3.7,2.4,1.9,1.8,,,2012,31.1,0
379,9,19,6,45,2,83XAA04,2,7.2,0.280,6.6,2.8,,,,,2012,36.1,0
380,9,20,6,45,2,83XAA04,5,9.8,0.528,5.9,5.6,3.8,3.0,2.7,,2012,36.2,0
381,2,5,1,9,2,84XAA04,4,7.1,0.271,4.1,4.0,3.9,1.3,,,2012,45.6,0
382,2,6,1,9,2,84XAA04,1,5.4,0.159,5.4,,,,,,2012,39.5,0
383,2,7,1,9,2,84XAA04,3,7.2,0.283,5.0,4.3,2.9,,,,2012,34.6,0
384,2,8,1,9,2,84XAA04,2,4.2,0.096,3.2,2.7,,,,,2012,27.6,0
385,4,13,5,17,2,84XAA04,2,4.7,0.121,4.0,2.5,,,,,2012,35.5,0
386,4,14,5,17,2,84XAA04,NA,0.0,0.000,,,,,,,2012,,0
387,4,15,5,17,2,84XAA04,1,6.8,0.252,6.8,,,,,,2012,43.3,0
388,4,16,5,17,2,84XAA04,3,7.6,0.312,5.8,3.9,2.9,,,,2012,37.1,0
389,5,9,4,23,2,84XAA04,1,4.6,0.115,4.6,,,,,,2012,37.8,0
390,5,10,4,23,2,84XAA04,2,4.0,0.086,3.0,2.6,,,,,2012,37.4,0
391,5,11,4,23,2,84XAA04,2,8.6,0.401,6.4,5.7,,,,,2012,42.1,0
392,5,12,4,23,2,84XAA04,1,7.1,0.275,7.1,,,,,,2012,43.2,0
393,8,17,6,36,2,84XAA04,1,5.7,0.177,5.7,,,,,,2012,39.9,0
394,8,18,6,36,2,84XAA04,1,6.2,0.210,6.2,,,,,,2012,41.1,0
395,8,19,6,36,2,84XAA04,NA,0.0,0.000,,,,,,,2012,,0
396,8,20,6,36,2,84XAA04,1,4.1,0.092,4.1,,,,,,2012,40.6,0
397,9,9,3,43,2,84XAA04,2,4.8,0.126,4.6,1.4,,,,,2012,37.5,0
398,9,10,3,43,2,84XAA04,2,6.5,0.229,6.2,1.9,,,,,2012,38.4,0
399,9,11,3,43,2,84XAA04,2,3.4,0.063,2.4,2.4,,,,,2012,32.1,0
400,9,12,3,43,2,84XAA04,1,3.9,0.083,3.9,,,,,,2012,34.6,0
401,10,1,2,50,2,84XAA04,2,8.3,0.380,8.1,2.0,,,,,2012,38.5,0
402,10,2,2,50,2,84XAA04,1,1.2,0.008,1.2,,,,,,2012,12.9,0
403,10,3,2,50,2,84XAA04,1,5.2,0.147,5.2,,,,,,2012,39.7,0
404,10,4,2,50,2,84XAA04,3,8.1,0.357,6.3,4.7,1.9,,,,2012,40.0,0
405,4,1,1,20,2,85XAA04,NA,0.0,0.000,,,,,,,2012,,0
406,4,2,1,20,2,85XAA04,1,4.2,0.096,4.2,,,,,,2012,38.4,0
407,4,3,1,20,2,85XAA04,NA,0.0,0.000,,,,,,,2012,,0
408,4,4,1,20,2,85XAA04,NA,0.0,0.000,,,,,,,2012,,0
409,4,9,4,18,2,85XAA04,1,1.8,0.018,1.8,,,,,,2012,21.6,0
410,4,10,4,18,2,85XAA04,1,2.7,0.040,2.7,,,,,,2012,31.3,0
411,4,11,4,18,2,85XAA04,NA,0.0,0.000,,,,,,,2012,,0
412,4,12,4,18,2,85XAA04,NA,0.0,0.000,,,,,,,2012,,0
413,5,17,5,25,2,85XAA04,NA,0.0,0.000,,,,,,,2012,,0
414,5,18,5,25,2,85XAA04,1,3.7,0.075,3.7,,,,,,2012,38.3,0
415,5,19,5,25,2,85XAA04,1,1.9,0.020,1.9,,,,,,2012,21.8,0
416,5,20,5,25,2,85XAA04,NA,0.0,0.000,,,,,,,2012,,0
417,9,1,2,41,2,85XAA04,NA,0.0,0.000,,,,,,,2012,,0
418,9,2,2,41,2,85XAA04,1,1.9,0.020,1.9,,,,,,2012,17.4,0
419,9,3,2,41,2,85XAA04,NA,0.0,0.000,,,,,,,2012,,0
420,9,4,2,41,2,85XAA04,NA,0.0,0.000,,,,,,,2012,,0
421,10,13,3,47,2,85XAA04,1,2.0,0.022,2.0,,,,,,2012,23.1,0
422,10,14,3,47,2,85XAA04,NA,0.0,0.000,,,,,,,2012,,0
423,10,15,3,47,2,85XAA04,NA,0.0,0.000,,,,,,,2012,,0
424,10,16,3,47,2,85XAA04,1,1.3,0.009,1.3,,,,,,2012,17.6,0
425,11,1,1,51,2,NM6,2,5.4,0.162,4.0,3.7,,,,,2012,27.3,0
426,11,2,1,51,2,NM6,1,7.3,0.291,7.3,,,,,,2012,33.8,2
427,11,3,1,51,2,NM6,1,7.4,0.299,7.4,,,,,,2012,34.7,2
428,11,4,1,51,2,NM6,1,4.9,0.131,4.9,,,,,,2012,34.9,2
429,11,5,2,52,2,NM6,1,5.9,0.190,5.9,,,,,,2012,33.4,2
430,11,6,2,52,2,NM6,1,5.5,0.165,5.5,,,,,,2012,36.4,0
431,11,7,2,52,2,NM6,1,5.9,0.190,5.9,,,,,,2012,32.8,2
432,11,8,2,52,2,NM6,2,8.9,0.433,7.3,5.1,,,,,2012,36.0,0
433,11,9,3,53,2,NM6,NA,0.0,0.000,,,,,,,2012,,0
434,11,10,3,53,2,NM6,2,6.9,0.262,5.0,4.8,,,,,2012,38.4,2
435,11,11,3,53,2,NM6,1,6.7,0.245,6.7,,,,,,2012,38.9,2
436,11,12,3,53,2,NM6,1,7.8,0.332,7.8,,,,,,2012,42.4,0
437,11,13,4,54,2,NM6,1,4.4,0.106,4.4,,,,,,2012,37.3,0
438,11,14,4,54,2,NM6,1,3.4,0.063,3.4,,,,,,2012,30.9,0
439,11,15,4,54,2,NM6,1,5.4,0.159,5.4,,,,,,2012,35.3,0
440,11,16,4,54,2,NM6,1,5.8,0.183,5.8,,,,,,2012,37.4,2
441,11,17,5,55,2,NM6,1,6.9,0.260,6.9,,,,,,2012,39.2,0
442,11,18,5,55,2,NM6,1,6.4,0.223,6.4,,,,,,2012,39.1,0
443,11,19,5,55,2,NM6,1,5.8,0.183,5.8,,,,,,2012,42.0,0
444,11,20,5,55,2,NM6,1,5.3,0.153,5.3,,,,,,2012,38.6,0
445,12,17,6,56,2,NM6,1,6.0,0.196,6.0,,,,,,2012,40.0,0
446,12,18,6,56,2,NM6,4,8.0,0.350,7.2,2.6,1.9,1.4,,,2012,32.8,2
447,12,19,6,56,2,NM6,1,7.2,0.283,7.2,,,,,,2012,34.5,2
448,12,20,6,56,2,NM6,2,6.3,0.214,5.2,3.5,,,,,2012,34.2,2
449,1,1,1,1,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
450,1,2,1,1,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
451,1,3,1,1,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
452,1,4,1,1,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
453,5,13,5,24,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
454,5,14,5,24,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
455,5,15,5,24,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
456,5,16,5,24,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
457,7,9,3,33,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
458,7,10,3,33,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
459,7,11,3,33,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
460,7,12,3,33,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
461,10,5,2,49,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
462,10,6,2,49,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
463,10,7,2,49,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
464,10,8,2,49,3,17XGA04,NA,0.0,0.000,,,,,,,2011.0,,
465,2,9,4,8,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
466,2,10,4,8,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
467,2,11,4,8,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
468,2,12,4,8,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
469,4,5,1,19,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
470,4,6,1,19,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
471,4,7,1,19,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
472,4,8,1,19,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
473,6,9,3,28,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
474,6,10,3,28,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
475,6,11,3,28,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
476,6,12,3,28,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
477,8,5,2,39,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
478,8,6,2,39,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
479,8,7,2,39,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
480,8,8,2,39,3,18XAG04,NA,0.0,0.000,,,,,,,2011.0,,
481,3,5,1,12,3,1XTE04,NA,0.0,0.000,,,,,,,2011.0,,
482,3,6,1,12,3,1XTE04,NA,0.0,0.000,,,,,,,2011.0,,
483,3,7,1,12,3,1XTE04,NA,0.0,0.000,,,,,,,2011.0,,
484,3,8,1,12,3,1XTE04,NA,0.0,0.000,,,,,,,2011.0,,
485,6,13,3,27,3,1XTE04,NA,0.0,0.000,,,,,,,2011.0,,
486,6,14,3,27,3,1XTE04,NA,0.0,0.000,,,,,,,2011.0,,
487,6,15,3,27,3,1XTE04,NA,0.0,0.000,,,,,,,2011.0,,
488,6,16,3,27,3,1XTE04,NA,0.0,0.000,,,,,,,2011.0,,
489,8,1,2,40,3,1XTE04,NA,0.0,0.000,,,,,,,2011.0,,
490,8,2,2,40,3,1XTE04,NA,0.0,0.000,,,,,,,2011.0,,
491,8,3,2,40,3,1XTE04,NA,0.0,0.000,,,,,,,2011.0,,
492,8,4,2,40,3,1XTE04,NA,0.0,0.000,,,,,,,2011.0,,
493,1,9,4,3,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
494,1,10,4,3,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
495,1,11,4,3,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
496,1,12,4,3,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
497,5,5,1,22,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
498,5,6,1,22,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
499,5,7,1,22,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
500,5,8,1,22,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
501,7,5,2,32,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
502,7,6,2,32,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
503,7,7,2,32,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
504,7,8,2,32,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
505,10,9,3,48,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
506,10,10,3,48,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
507,10,11,3,48,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
508,10,12,3,48,3,2XT4E04,NA,0.0,0.000,,,,,,,2011.0,,
509,2,1,1,10,3,80XAA04,1,7.7,0.323,7.7,,,,,,2011.0,,
510,2,2,1,10,3,80XAA04,1,5.1,0.142,5.1,,,,,,2011.0,,
511,2,3,1,10,3,80XAA04,1,5.2,0.147,5.2,,,,,,2011.0,,
512,2,4,1,10,3,80XAA04,1,2.6,0.037,2.6,,,,,,2011.0,,
513,2,17,5,6,3,80XAA04,2,4.8,0.124,3.7,3.0,,,,,2011.0,,
514,2,18,5,6,3,80XAA04,1,4.8,0.126,4.8,,,,,,2011.0,,
515,2,19,5,6,3,80XAA04,5,7.5,0.307,4.5,3.7,3.7,2.6,1.4,,2011.0,,
516,2,20,5,6,3,80XAA04,4,6.3,0.215,6.0,1.5,0.9,0.6,,,2011.0,,
517,3,9,4,13,3,80XAA04,4,7.9,0.341,7.0,3.0,2.0,0.7,,,2011.0,,
518,3,10,4,13,3,80XAA04,1,4.6,0.115,4.6,,,,,,2011.0,,
519,3,11,4,13,3,80XAA04,2,2.5,0.034,1.9,1.6,,,,,2011.0,,
520,3,12,4,13,3,80XAA04,2,8.4,0.386,8.0,2.6,,,,,2011.0,,
521,9,5,2,42,3,80XAA04,1,7.2,0.283,7.2,,,,,,2011.0,,
522,9,6,2,42,3,80XAA04,1,7.3,0.291,7.3,,,,,,2011.0,,
523,9,7,2,42,3,80XAA04,1,6.3,0.216,6.3,,,,,,2011.0,,
524,9,8,2,42,3,80XAA04,2,7.7,0.320,5.8,5.0,,,,,2011.0,,
525,9,13,3,44,3,80XAA04,2,5.9,0.188,4.2,4.1,,,,,2011.0,,
526,9,14,3,44,3,80XAA04,1,5.7,0.177,5.7,,,,,,2011.0,,
527,9,15,3,44,3,80XAA04,3,5.3,0.156,4.0,3.0,1.9,,,,2011.0,,
528,9,16,3,44,3,80XAA04,1,3.3,0.059,3.3,,,,,,2011.0,,
529,10,17,6,46,3,80XAA04,1,6.3,0.216,6.3,,,,,,2011.0,,
530,10,18,6,46,3,80XAA04,NA,0.0,0.000,,,,,,,2011.0,,
531,10,19,6,46,3,80XAA04,1,4.5,0.110,4.5,,,,,,2011.0,,
532,10,20,6,46,3,80XAA04,2,3.1,0.053,2.2,2.2,,,,,2011.0,,
533,1,17,5,5,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
534,1,18,5,5,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
535,1,19,5,5,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
536,1,20,5,5,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
537,2,13,4,7,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
538,2,14,4,7,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
539,2,15,4,7,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
540,2,16,4,7,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
541,5,1,1,21,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
542,5,2,1,21,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
543,5,3,1,21,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
544,5,4,1,21,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
545,6,1,2,30,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
546,6,2,2,30,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
547,6,3,2,30,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
548,6,4,2,30,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
549,7,17,6,35,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
550,7,18,6,35,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
551,7,19,6,35,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
552,7,20,6,35,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
553,8,13,3,37,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
554,8,14,3,37,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
555,8,15,3,37,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
556,8,16,3,37,3,81XAA04,NA,0.0,0.000,,,,,,,2011.0,,
557,1,5,1,2,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
558,1,6,1,2,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
559,1,7,1,2,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
560,1,8,1,2,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
561,3,13,4,14,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
562,3,14,4,14,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
563,3,15,4,14,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
564,3,16,4,14,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
565,4,17,5,16,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
566,4,18,5,16,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
567,4,19,5,16,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
568,4,20,5,16,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
569,6,5,2,29,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
570,6,6,2,29,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
571,6,7,2,29,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
572,6,8,2,29,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
573,6,17,6,26,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
574,6,18,6,26,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
575,6,19,6,26,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
576,6,20,6,26,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
577,8,9,3,38,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
578,8,10,3,38,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
579,8,11,3,38,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
580,8,12,3,38,3,82XAA04,NA,0.0,0.000,,,,,,,2011.0,,
581,1,13,4,4,3,83XAA04,3,6.8,0.249,5.2,3.1,3.0,,,,2011.0,,
582,1,14,4,4,3,83XAA04,3,7.7,0.324,6.2,4.2,1.8,,,,2011.0,,
583,1,15,4,4,3,83XAA04,3,7.7,0.327,4.7,4.5,4.2,,,,2011.0,,
584,1,16,4,4,3,83XAA04,2,6.9,0.259,6.1,3.2,,,,,2011.0,,
585,3,1,1,11,3,83XAA04,4,7.2,0.286,6.2,3.3,1.4,1.1,,,2011.0,,
586,3,2,1,11,3,83XAA04,3,7.2,0.280,5.6,4.0,2.0,,,,2011.0,,
587,3,3,1,11,3,83XAA04,2,5.6,0.171,4.2,3.7,,,,,2011.0,,
588,3,4,1,11,3,83XAA04,3,7.6,0.316,6.0,4.5,1.3,,,,2011.0,,
589,3,17,5,15,3,83XAA04,2,6.2,0.209,5.3,3.2,,,,,2011.0,,
590,3,18,5,15,3,83XAA04,1,5.9,0.190,5.9,,,,,,2011.0,,
591,3,19,5,15,3,83XAA04,1,4.2,0.096,4.2,,,,,,2011.0,,
592,3,20,5,15,3,83XAA04,2,5.7,0.178,4.6,3.4,,,,,2011.0,,
593,7,1,2,31,3,83XAA04,2,6.3,0.218,5.8,2.5,,,,,2011.0,,
594,7,2,2,31,3,83XAA04,2,6.5,0.229,6.1,2.2,,,,,2011.0,,
595,7,3,2,31,3,83XAA04,1,6.2,0.210,6.2,,,,,,2011.0,,
596,7,4,2,31,3,83XAA04,1,7.0,0.267,7.0,,,,,,2011.0,,
597,7,13,3,34,3,83XAA04,2,7.7,0.320,6.4,4.2,,,,,2011.0,,
598,7,14,3,34,3,83XAA04,2,6.7,0.247,5.8,3.4,,,,,2011.0,,
599,7,15,3,34,3,83XAA04,2,7.3,0.289,7.0,2.0,,,,,2011.0,,
600,7,16,3,34,3,83XAA04,2,7.8,0.330,5.6,5.4,,,,,2011.0,,
601,9,17,6,45,3,83XAA04,2,7.1,0.277,5.6,4.4,,,,,2011.0,,
602,9,18,6,45,3,83XAA04,3,4.4,0.108,3.3,2.2,2.0,,,,2011.0,,
603,9,19,6,45,3,83XAA04,2,6.5,0.230,6.0,2.5,,,,,2011.0,,
604,9,20,6,45,3,83XAA04,5,7.5,0.307,4.9,3.6,3.2,2.4,1.8,,2011.0,,
605,2,5,1,9,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
606,2,6,1,9,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
607,2,7,1,9,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
608,2,8,1,9,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
609,4,13,5,17,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
610,4,14,5,17,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
611,4,15,5,17,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
612,4,16,5,17,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
613,5,9,4,23,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
614,5,10,4,23,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
615,5,11,4,23,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
616,5,12,4,23,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
617,8,17,6,36,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
618,8,18,6,36,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
619,8,19,6,36,3,84XAA04,NA,0.0,0.000,,,,,,,2011.0,,
